sourceid,dstid,hod,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
143,61,14,543.42,427.8,293.48,4.06
141,81,14,703.71,236.68,652.46,1.53
83,80,20,188.85,88.1,175.96,1.41
52,69,1,877.13,213.68,853.88,1.25
57,78,3,670.35,235.59,635.21,1.37
59,58,3,254.57,103.27,227.53,1.74
46,33,14,961.88,485.86,848.37,1.66
45,43,14,332.22,185.08,257.48,2.53
43,63,14,529.31,206.29,484.28,1.57
53,59,1,360.22,319.42,310.59,1.56
47,23,14,1179.85,475.69,1074.75,1.67
51,79,1,251.08,146.37,218.54,1.66
51,16,21,878.0,259.9,848.73,1.28
50,26,21,576.12,233.4,534.29,1.47
80,43,18,926.09,189.91,906.38,1.23
42,73,14,607.96,222.95,556.49,1.62
82,23,18,998.07,380.68,949.19,1.34
173,7,1,279.94,199.05,241.81,1.62
49,85,3,441.28,324.78,340.11,2.03
49,36,18,1090.83,297.2,1056.0,1.28
48,46,18,352.48,208.06,302.78,1.74
130,49,3,631.83,171.65,611.46,1.28
46,66,18,465.66,201.68,395.58,2.11
44,53,14,842.5,74.76,839.24,1.09
29,81,15,761.39,854.09,618.94,1.66
53,80,16,783.63,263.76,745.83,1.36
58,30,16,713.33,399.44,610.74,1.76
30,11,5,905.75,345.23,860.79,1.35
119,123,0,118.82,98.98,91.49,2.12
114,173,0,438.71,50.64,435.92,1.12
35,40,18,369.02,157.28,328.71,1.73
49,143,5,672.67,268.24,628.58,1.43
32,128,12,526.43,331.36,420.4,2.0
25,96,0,1081.1,269.85,1045.6,1.3
31,80,18,854.69,148.12,842.07,1.19
26,86,0,298.23,97.97,282.22,1.42
69,130,21,222.07,153.46,184.44,1.84
28,66,0,278.47,190.14,238.56,1.69
36,30,18,984.57,271.9,945.48,1.33
54,49,1,486.4,190.14,450.39,1.49
7,167,5,369.57,96.03,359.98,1.24
22,26,10,189.22,144.14,144.22,2.15
23,16,10,1410.66,293.42,1384.43,1.21
59,61,17,288.72,178.49,260.83,1.48
57,81,17,608.22,219.1,565.76,1.48
79,61,3,336.46,214.65,304.9,1.47
72,136,10,429.58,171.63,403.04,1.41
78,71,3,494.38,219.07,455.26,1.48
16,42,18,1030.11,153.63,1019.44,1.15
23,141,12,1319.67,221.56,1301.4,1.18
117,119,23,190.88,104.94,171.5,1.53
16,11,21,312.79,124.14,280.39,1.8
11,61,21,439.11,129.34,424.85,1.27
80,11,2,385.27,195.29,356.28,1.42
57,55,11,91.18,72.8,57.69,3.27
49,30,1,315.09,164.06,272.95,1.76
44,80,1,583.26,139.19,569.43,1.23
48,40,1,587.34,188.43,561.35,1.34
47,50,1,405.25,123.81,387.32,1.35
46,136,4,642.22,257.65,602.64,1.41
34,96,20,465.67,358.23,385.73,1.72
108,82,2,169.13,74.1,158.61,1.38
45,70,1,217.5,154.2,182.19,1.91
132,141,14,758.22,365.52,680.81,1.58
74,130,9,314.19,191.34,263.58,1.85
46,60,1,876.62,107.58,870.22,1.13
107,92,2,176.8,109.7,141.44,2.01
128,134,8,284.05,130.64,258.25,1.55
112,168,1,686.15,84.53,680.91,1.13
84,77,1,635.67,364.46,560.09,1.6
23,136,22,1063.72,332.77,1024.25,1.3
82,83,13,132.95,130.1,88.1,2.46
66,136,23,571.56,236.83,536.03,1.4
83,73,13,972.0,230.36,946.7,1.26
84,63,13,608.5,251.68,565.85,1.44
87,47,1,1042.0,131.18,1033.88,1.13
11,10,5,97.05,40.59,80.73,2.2
74,73,1,327.97,184.32,280.48,1.82
73,83,1,629.97,244.99,597.2,1.35
75,63,1,786.65,178.62,766.1,1.26
79,23,1,674.96,298.62,626.6,1.44
27,46,1,680.35,296.85,634.49,1.43
29,26,1,478.73,236.52,416.98,1.76
128,34,6,475.91,195.25,443.88,1.43
25,66,1,644.34,226.94,612.43,1.36
25,61,11,836.82,277.5,798.04,1.35
27,41,11,630.66,254.83,589.12,1.43
26,51,11,350.92,171.6,316.23,1.56
23,81,11,798.9,396.76,749.36,1.37
75,25,0,547.76,222.33,502.26,1.6
28,36,1,354.86,241.62,290.94,1.88
25,58,23,782.83,441.89,674.51,1.74
27,38,23,351.23,217.55,308.78,1.6
82,44,22,847.69,150.94,834.87,1.19
23,78,23,925.42,321.15,874.42,1.4
73,45,0,380.16,196.11,346.28,1.52
22,96,1,800.53,214.18,774.75,1.29
24,68,23,564.76,281.09,514.49,1.51
72,55,0,1005.0,269.84,973.24,1.28
26,48,23,496.23,287.52,435.26,1.68
81,54,22,135.56,110.46,102.05,2.15
28,31,11,559.93,157.1,540.79,1.29
74,35,0,981.17,167.52,967.02,1.19
28,28,23,247.77,272.99,158.68,2.56
143,130,1,949.91,404.98,869.21,1.52
73,10,9,827.0,57.58,825.01,1.07
71,65,0,477.39,154.03,454.04,1.37
26,56,1,649.94,196.32,625.24,1.31
110,30,19,917.86,256.84,884.26,1.31
110,84,3,773.11,255.98,737.65,1.35
112,64,3,283.5,98.89,264.57,1.47
78,33,1,629.44,261.88,591.12,1.39
70,75,0,477.43,230.01,438.8,1.48
51,46,8,424.76,186.59,386.04,1.55
54,16,8,945.86,301.89,908.33,1.31
53,26,8,454.08,283.07,315.02,2.98
75,29,21,490.21,195.84,453.8,1.51
73,49,21,219.52,148.07,173.28,2.11
71,69,21,268.54,178.92,213.75,2.0
94,96,1,312.22,199.33,224.86,2.59
117,68,0,634.4,363.57,562.42,1.58
29,61,6,732.4,238.3,696.64,1.37
98,56,1,172.05,25.26,170.45,1.14
28,71,6,731.3,317.3,668.19,1.53
27,81,6,687.0,178.16,668.32,1.25
23,86,1,542.0,216.95,511.54,1.37
26,164,1,567.06,186.01,540.92,1.35
29,134,1,779.6,288.64,737.62,1.38
125,136,12,621.14,293.36,538.76,1.76
175,174,2,72.23,31.27,68.56,1.33
109,108,13,312.5,447.81,182.16,2.38
75,47,18,260.09,202.91,204.89,2.02
73,67,18,799.71,293.42,749.19,1.44
23,22,15,173.31,158.64,123.28,2.37
23,8,2,1202.45,164.73,1191.43,1.14
79,43,5,628.88,175.81,604.8,1.32
78,53,5,631.55,505.88,503.68,1.85
43,24,17,359.95,167.01,330.79,1.49
41,44,17,210.88,174.38,165.67,1.98
36,44,17,591.51,273.66,545.88,1.46
38,24,17,667.59,304.0,609.91,1.51
84,164,11,268.25,332.22,193.32,1.95
31,94,17,566.13,152.91,547.36,1.29
164,81,7,324.5,246.01,259.37,1.88
105,51,22,822.46,169.21,805.19,1.23
110,48,6,443.08,224.22,416.26,1.36
11,9,7,192.13,23.69,190.76,1.12
127,61,6,393.2,333.71,305.35,1.93
128,51,6,745.45,169.76,729.23,1.23
50,47,3,296.96,150.9,269.1,1.51
52,27,3,597.35,284.53,543.59,1.52
112,128,8,183.68,139.99,119.19,3.12
70,9,2,788.33,428.58,694.43,1.63
57,79,2,527.67,93.7,519.27,1.2
11,136,22,246.12,174.07,214.61,1.57
136,143,5,420.0,136.69,404.19,1.29
115,112,22,171.0,209.24,77.73,4.47
128,31,5,1067.2,585.03,945.19,1.6
65,31,3,724.5,176.58,702.61,1.28
66,21,3,885.0,168.11,866.9,1.23
64,41,3,470.46,410.69,385.3,1.77
58,27,13,399.84,298.04,340.43,1.72
63,51,3,855.52,239.72,824.11,1.31
55,57,13,99.88,85.14,65.53,2.95
52,87,13,452.92,196.64,421.33,1.43
85,49,16,577.67,246.08,535.4,1.46
82,79,16,408.0,222.52,360.97,1.6
47,141,12,476.0,155.16,454.45,1.34
84,59,16,296.67,63.64,289.39,1.26
67,11,3,518.83,121.29,506.56,1.24
136,128,13,360.43,269.25,286.38,1.91
72,22,0,991.25,350.0,938.48,1.38
128,34,17,474.56,188.07,450.02,1.35
43,117,23,772.83,153.94,757.94,1.22
70,42,0,506.78,177.0,475.62,1.44
51,31,17,373.15,190.75,325.44,1.83
53,11,17,1268.74,268.76,1241.58,1.23
30,54,17,359.44,228.55,298.8,1.83
50,41,17,852.09,177.58,832.67,1.24
32,34,17,145.86,120.65,95.37,2.76
31,44,17,1129.79,235.1,1105.0,1.24
33,24,17,1254.17,508.48,1173.37,1.41
80,130,13,268.79,247.52,208.72,1.88
58,110,2,796.83,196.94,773.59,1.27
130,70,15,163.67,151.29,127.49,1.96
132,50,15,634.77,155.1,617.83,1.26
136,36,21,627.43,114.92,617.95,1.19
22,28,2,371.88,210.38,322.15,1.71
128,141,23,708.38,372.1,644.46,1.49
79,84,12,261.67,125.5,225.48,1.98
84,73,2,609.47,208.31,576.27,1.39
78,153,1,491.58,124.63,478.12,1.26
79,143,1,539.11,217.03,498.34,1.48
40,136,0,778.38,216.06,749.34,1.32
134,125,5,188.0,93.56,169.87,1.54
136,25,8,730.36,144.45,715.03,1.23
132,65,8,332.07,149.24,306.27,1.46
59,165,4,247.8,65.55,240.98,1.25
130,165,5,618.33,311.56,564.85,1.48
132,145,5,540.14,176.57,515.69,1.34
35,11,13,834.77,257.93,803.15,1.3
30,61,13,444.58,143.91,425.29,1.33
31,51,13,572.55,261.53,524.76,1.5
72,119,1,547.83,159.15,528.17,1.3
79,50,20,77.75,85.01,52.95,2.22
134,45,8,337.4,126.41,312.88,1.49
41,34,19,523.35,205.23,493.11,1.39
42,24,19,441.61,217.96,398.82,1.55
40,44,19,368.59,229.3,326.55,1.58
68,128,14,268.12,301.91,179.89,2.53
29,47,21,607.36,225.81,575.6,1.36
27,67,5,568.33,186.84,538.81,1.39
58,47,12,768.96,196.6,745.75,1.28
28,57,5,824.0,295.65,780.15,1.38
27,172,23,1033.22,152.24,1021.71,1.16
25,87,21,581.77,215.13,543.11,1.46
29,47,5,552.29,228.88,520.68,1.38
27,67,21,656.15,246.95,616.06,1.41
25,87,5,462.67,216.88,426.88,1.46
63,46,0,616.58,272.78,571.63,1.46
64,36,0,421.06,199.67,382.28,1.54
66,16,0,691.0,102.86,683.66,1.16
46,64,9,716.7,219.84,685.98,1.34
48,44,9,351.82,178.52,316.64,1.57
61,66,0,795.11,206.81,772.52,1.26
45,74,9,356.0,204.42,305.94,1.73
81,30,14,312.68,200.49,274.77,1.59
23,47,20,939.62,267.21,896.69,1.39
68,125,23,236.0,142.92,201.15,1.74
25,27,20,700.28,248.17,662.8,1.38
47,54,9,510.29,267.91,467.36,1.46
62,56,0,307.0,144.12,284.94,1.42
67,138,14,684.25,283.03,642.49,1.39
78,136,22,263.57,171.11,221.63,1.79
35,87,23,1241.78,484.04,1143.63,1.51
22,57,20,696.57,187.31,665.57,1.38
65,26,0,688.87,196.83,661.66,1.33
27,8,0,1323.33,327.57,1283.72,1.28
26,77,5,550.67,64.95,546.8,1.13
66,29,22,581.41,268.73,528.48,1.54
61,79,22,526.24,233.18,474.7,1.59
65,98,15,432.55,187.29,406.41,1.38
8,12,11,236.74,152.33,178.56,2.41
98,86,0,382.67,101.59,366.43,1.37
62,69,22,461.71,145.95,440.98,1.35
66,27,7,478.95,170.9,452.04,1.4
64,47,7,576.78,227.09,540.98,1.41
62,67,7,332.14,57.14,327.18,1.19
128,45,23,367.3,227.23,307.84,1.81
127,55,23,489.22,267.14,423.36,1.7
49,165,3,862.88,365.19,796.79,1.47
125,42,14,590.43,242.67,550.11,1.44
67,113,15,762.5,266.67,714.05,1.45
128,46,5,490.56,271.22,446.42,1.51
71,47,14,404.47,316.39,315.31,2.22
73,27,14,1078.65,406.35,1017.78,1.39
128,46,3,527.07,185.59,496.84,1.41
59,83,2,201.16,189.28,173.65,1.53
24,27,20,280.15,211.46,202.19,2.58
22,47,20,898.44,215.33,864.31,1.36
23,30,3,419.56,194.16,379.67,1.59
22,40,3,434.26,172.15,402.28,1.48
67,70,22,471.5,153.94,447.12,1.38
29,92,3,892.93,282.83,846.89,1.39
25,10,3,1041.0,142.41,1031.3,1.15
12,132,13,445.62,168.84,418.15,1.41
111,27,0,480.5,123.02,465.61,1.28
40,42,7,328.42,215.71,268.68,1.92
45,57,3,1035.63,255.23,1001.39,1.31
46,47,3,545.14,239.4,505.05,1.46
48,27,3,678.13,180.59,646.58,1.42
44,67,3,367.04,179.18,338.31,1.46
42,22,7,487.0,212.48,452.73,1.43
80,25,19,815.9,274.58,775.57,1.37
16,110,18,976.56,136.82,967.27,1.15
80,16,23,618.79,253.21,578.43,1.42
55,136,2,810.53,149.32,797.64,1.19
138,61,23,149.99,133.98,119.78,1.82
175,168,19,231.88,38.8,228.96,1.17
52,166,2,463.0,116.3,448.67,1.28
136,81,23,488.89,166.82,466.86,1.33
41,132,3,756.13,298.88,708.18,1.42
43,112,3,601.09,260.69,557.31,1.45
29,105,13,1495.22,948.99,1282.66,1.68
48,81,17,584.05,255.28,539.89,1.47
53,54,15,191.46,119.18,138.38,2.6
49,27,16,1009.1,262.55,980.83,1.26
45,67,16,446.75,93.41,437.95,1.22
16,50,21,950.88,110.66,944.86,1.12
54,44,15,964.0,231.99,934.79,1.29
8,130,21,1046.22,184.66,1030.99,1.18
50,84,15,336.58,198.02,306.11,1.46
43,87,16,1199.43,184.82,1185.11,1.17
68,128,1,108.82,141.0,60.84,2.99
67,138,1,614.1,202.02,585.14,1.35
43,136,0,708.42,241.82,673.02,1.37
51,74,15,728.67,108.04,720.51,1.16
41,64,18,424.45,195.53,391.76,1.46
44,34,18,746.43,266.33,703.97,1.4
43,44,18,113.94,113.49,81.08,2.21
45,24,18,768.85,310.46,718.36,1.43
69,78,12,679.6,312.64,613.08,1.57
141,21,22,507.88,238.88,450.12,1.67
44,47,7,660.93,190.61,631.88,1.36
42,67,7,167.21,114.43,142.86,1.7
112,42,8,482.0,75.03,476.19,1.17
46,27,7,648.29,310.61,587.46,1.55
16,43,19,1411.33,806.91,1271.09,1.51
136,40,3,1022.13,323.95,971.04,1.38
132,80,3,212.21,196.43,172.34,1.73
80,23,1,804.8,354.93,748.14,1.43
68,125,5,296.67,187.54,239.97,1.95
132,141,9,510.13,288.27,461.0,1.49
31,136,12,1090.19,240.05,1062.57,1.26
110,42,4,62.62,95.17,38.93,2.38
111,32,4,411.17,253.32,297.12,2.58
40,16,7,992.72,232.9,967.36,1.25
38,52,3,823.71,234.13,792.36,1.32
36,72,3,594.57,162.14,572.65,1.32
49,130,3,541.83,217.9,502.92,1.47
73,74,10,445.16,177.33,416.85,1.43
132,119,1,193.05,109.13,169.06,1.65
110,128,20,294.37,169.79,245.14,2.01
128,112,10,217.25,193.34,151.86,2.54
78,24,10,980.23,468.59,913.1,1.4
35,41,22,478.48,183.59,444.13,1.51
36,31,22,505.5,179.24,479.79,1.37
38,11,22,618.25,111.87,608.94,1.19
80,132,10,289.1,208.85,247.9,1.63
61,29,14,1175.86,296.77,1130.77,1.34
74,70,12,409.31,193.18,367.23,1.6
73,80,12,668.14,222.36,635.46,1.37
11,30,15,944.45,284.13,909.37,1.3
78,30,12,624.86,158.69,605.5,1.28
69,82,2,771.0,293.48,724.72,1.4
31,81,22,705.33,449.93,603.64,1.7
44,27,21,580.75,272.87,537.46,1.44
40,67,21,280.87,145.78,255.64,1.5
26,81,19,452.66,185.4,422.23,1.43
128,51,23,1318.44,400.37,1257.87,1.36
127,61,23,316.07,184.87,284.46,1.51
85,52,20,699.86,179.89,679.58,1.27
26,58,3,180.84,133.95,147.94,1.84
136,65,13,399.46,230.83,347.33,1.66
28,38,3,331.96,257.23,259.25,2.04
28,61,19,1157.74,279.7,1128.28,1.25
24,78,3,843.59,249.84,811.78,1.31
35,65,16,572.05,351.53,500.14,1.62
136,96,14,853.29,403.71,767.13,1.58
29,51,19,456.3,255.42,395.59,1.72
25,68,3,714.1,178.55,695.27,1.25
38,35,16,310.0,339.29,210.88,2.38
58,77,20,554.17,132.81,541.48,1.23
35,48,23,880.24,108.69,873.93,1.13
29,28,3,338.1,272.37,201.14,3.66
136,74,4,243.8,241.55,116.97,4.27
84,82,3,131.47,76.63,113.52,1.71
138,54,4,359.27,84.23,350.91,1.23
27,48,3,669.47,180.53,647.93,1.29
69,42,16,519.48,324.85,439.97,1.76
36,38,23,141.73,153.01,106.06,2.05
143,78,5,617.67,235.97,581.93,1.39
24,8,19,1399.63,208.47,1385.43,1.15
22,98,3,758.67,208.38,730.81,1.32
34,58,23,414.32,191.0,378.97,1.5
67,62,16,406.58,186.52,368.48,1.55
70,25,2,805.65,245.34,772.61,1.33
61,166,9,151.2,36.27,147.82,1.22
73,68,1,506.41,155.4,485.71,1.33
11,128,18,338.33,103.57,328.45,1.24
64,136,9,566.67,269.45,511.01,1.56
75,48,1,367.91,214.23,318.23,1.7
42,47,21,833.16,219.61,803.79,1.31
72,78,1,550.26,267.31,504.98,1.48
87,52,3,546.89,282.65,488.36,1.58
108,59,9,158.22,138.21,123.21,1.9
33,68,23,531.17,274.62,469.03,1.64
86,87,3,197.37,177.02,142.55,2.22
87,88,18,189.88,99.36,169.77,1.58
28,8,1,1252.44,395.05,1199.83,1.33
57,73,8,644.5,124.03,631.83,1.22
59,53,8,684.5,147.82,668.58,1.24
11,8,8,465.87,325.53,384.13,1.81
130,70,9,128.9,106.79,91.81,2.48
132,50,9,521.07,86.03,513.71,1.19
112,111,11,180.26,105.5,150.6,1.86
145,143,0,162.52,136.18,95.81,3.74
112,125,0,167.03,200.23,102.67,2.55
108,59,1,147.9,142.65,109.9,1.98
113,115,0,280.0,403.92,156.96,2.63
128,110,14,367.49,138.06,342.51,1.47
10,168,6,466.17,33.04,464.98,1.07
66,112,14,607.25,291.36,542.68,1.62
64,132,14,389.55,138.59,373.36,1.31
48,111,14,1106.63,242.98,1083.06,1.22
83,166,10,174.5,66.18,161.11,1.52
27,130,5,681.58,237.92,647.13,1.37
29,110,5,482.32,170.24,458.94,1.35
71,47,5,268.63,242.81,198.19,2.19
73,27,5,649.27,251.49,603.82,1.46
101,59,9,287.33,83.61,278.08,1.27
40,111,9,458.56,228.55,337.82,2.94
44,136,14,919.87,297.13,877.2,1.36
11,10,20,269.71,286.69,180.47,2.25
45,73,12,511.13,187.6,452.97,2.06
48,43,12,519.98,196.27,487.44,1.43
46,63,12,862.1,443.64,761.85,1.63
36,38,9,123.71,95.44,105.87,1.65
35,48,9,910.83,212.56,887.61,1.25
130,134,0,122.0,121.19,96.96,1.92
11,10,23,154.25,106.5,124.3,1.98
112,65,22,348.07,204.69,284.39,1.98
48,81,18,530.9,255.46,483.5,1.52
49,71,18,695.0,169.51,674.47,1.28
23,45,3,656.73,219.12,626.67,1.34
22,55,3,529.04,268.57,471.68,1.6
38,62,7,312.64,155.31,247.27,2.3
24,35,3,530.0,232.53,484.72,1.52
40,49,21,722.62,247.81,692.19,1.31
42,29,21,575.05,255.02,519.17,1.59
80,130,11,280.66,375.51,202.77,1.96
67,40,18,371.75,167.83,342.2,1.47
63,80,18,733.1,256.25,690.11,1.41
58,41,4,749.11,178.83,727.65,1.28
57,51,4,445.82,170.93,391.38,1.88
65,130,8,181.27,96.14,170.24,1.35
67,110,8,223.02,176.12,178.09,1.91
16,130,2,604.14,113.96,595.07,1.18
54,81,4,113.76,171.11,71.08,2.35
38,63,5,91.53,78.16,72.61,2.01
59,31,4,296.25,26.82,295.01,1.1
48,83,14,735.61,337.69,671.5,1.52
49,73,14,324.82,210.59,251.35,2.23
22,25,11,337.48,291.53,240.52,2.44
65,36,22,365.49,167.55,338.36,1.44
66,26,22,846.33,172.39,829.89,1.22
67,16,22,763.83,96.32,757.92,1.13
64,46,22,614.86,161.23,592.12,1.33
125,44,19,665.29,260.78,610.11,1.54
63,56,22,345.86,96.09,334.11,1.29
30,70,4,752.0,190.17,730.91,1.26
31,60,4,450.23,258.27,411.2,1.44
33,40,4,635.5,218.27,599.21,1.41
11,23,6,954.3,188.2,936.16,1.22
84,143,15,427.94,422.99,333.93,1.83
47,136,0,120.04,94.09,97.54,1.86
115,132,19,605.86,118.75,593.37,1.23
42,24,11,395.52,267.6,341.85,1.63
40,44,11,321.45,168.25,281.46,1.7
41,34,11,527.89,143.43,510.03,1.29
117,112,19,544.29,325.75,437.84,2.0
111,38,1,357.96,204.44,311.29,1.68
110,48,1,591.84,174.37,569.11,1.32
112,28,1,729.07,201.4,705.65,1.28
78,134,22,361.67,79.27,353.35,1.24
42,27,9,510.38,116.69,497.47,1.25
40,47,9,920.29,270.9,883.35,1.33
78,74,22,363.06,189.08,321.27,1.64
70,125,1,366.63,134.93,340.59,1.48
44,66,20,321.83,118.86,303.44,1.39
48,26,20,462.94,229.36,408.08,1.78
47,36,20,825.89,220.48,797.21,1.3
48,80,14,524.7,283.21,457.78,1.69
80,43,2,811.14,264.8,772.72,1.36
82,23,2,690.33,161.16,673.38,1.24
49,16,20,885.85,192.34,867.42,1.22
49,70,14,759.67,183.37,740.01,1.25
41,136,14,1228.21,391.54,1165.89,1.38
164,54,23,500.83,444.81,369.94,2.06
32,94,9,356.0,102.96,342.68,1.31
52,54,17,186.13,156.27,142.97,2.06
78,65,3,483.6,156.37,462.61,1.33
101,87,21,455.11,197.28,390.55,1.87
53,44,17,841.58,211.44,818.26,1.26
130,54,0,715.67,227.56,685.22,1.33
73,75,4,167.21,114.37,139.93,1.81
128,72,1,411.45,173.02,375.48,1.55
67,128,8,185.51,128.86,156.43,1.81
132,173,1,611.67,54.94,609.26,1.09
78,25,4,525.15,166.05,503.32,1.33
127,82,1,147.17,103.09,120.81,1.84
111,63,22,274.2,214.64,212.24,2.0
110,73,22,522.36,180.39,493.82,1.39
72,85,4,294.0,257.04,227.76,1.91
73,57,21,646.79,162.37,626.68,1.29
173,172,0,96.5,90.53,69.69,2.12
74,47,21,195.94,161.6,149.47,2.07
72,67,21,648.89,420.37,553.76,1.71
165,60,1,589.57,498.7,457.27,1.93
78,30,8,543.6,143.09,525.43,1.3
73,80,8,606.58,235.41,560.49,1.5
74,70,8,286.0,185.85,171.24,4.31
30,61,9,426.56,181.26,399.18,1.41
31,51,9,481.51,145.66,460.34,1.35
130,138,14,304.11,207.62,264.67,1.59
35,11,9,788.88,209.55,765.48,1.27
64,62,17,338.18,227.26,277.95,1.83
66,42,17,158.51,140.4,114.5,2.34
70,45,4,188.36,163.95,131.38,2.41
73,15,4,883.5,97.7,878.15,1.12
68,22,17,1206.63,273.9,1179.12,1.23
55,24,17,1158.33,526.21,1051.88,1.54
67,32,17,449.25,176.9,419.47,1.43
130,112,12,593.17,229.93,551.38,1.46
23,24,4,163.34,133.29,124.43,2.22
22,34,4,433.32,131.95,415.32,1.33
67,80,14,562.29,89.51,555.5,1.17
68,70,14,347.71,149.46,319.01,1.51
24,8,17,1504.38,299.19,1473.55,1.23
85,84,1,429.86,221.63,379.89,1.63
58,47,17,869.3,427.15,805.61,1.43
54,87,17,545.56,188.05,519.89,1.34
73,22,12,736.83,295.61,687.24,1.44
71,42,12,770.43,271.36,723.55,1.43
28,113,2,708.25,230.09,677.12,1.34
29,67,3,651.52,294.9,608.27,1.41
41,7,3,744.55,92.51,738.9,1.13
25,143,2,821.62,276.56,784.59,1.34
81,84,15,194.25,109.01,172.61,1.65
84,54,15,431.69,286.61,367.97,1.69
24,45,14,747.29,167.64,730.67,1.23
22,65,14,1009.44,191.81,991.51,1.21
85,44,15,701.63,240.28,664.63,1.38
26,25,14,293.07,238.68,221.15,2.13
11,48,6,947.85,360.33,887.93,1.42
25,35,14,897.2,383.22,836.93,1.42
164,47,5,631.68,331.06,552.96,1.68
21,75,14,706.78,155.46,689.71,1.25
31,57,9,318.1,47.22,314.67,1.16
34,27,9,137.85,77.58,113.89,1.99
90,108,22,298.07,223.54,237.66,1.89
23,55,14,517.75,320.9,356.71,3.71
58,53,13,274.33,144.57,217.83,2.33
55,83,13,714.5,276.47,669.96,1.42
29,105,0,1017.83,226.26,991.02,1.27
23,165,0,872.44,230.51,842.88,1.3
112,64,4,412.25,235.8,362.95,1.61
110,84,4,780.36,340.02,724.44,1.44
132,34,10,677.64,360.01,622.45,1.44
27,125,0,896.0,315.1,853.12,1.35
27,87,3,511.3,268.21,465.45,1.49
25,145,0,1080.7,224.69,1055.55,1.25
38,113,13,405.63,59.59,401.33,1.16
29,103,2,930.67,226.46,902.46,1.29
79,44,13,921.04,276.82,884.2,1.33
73,128,5,528.34,224.98,490.18,1.45
75,84,13,763.12,830.41,587.78,1.81
78,54,13,413.66,133.42,396.67,1.32
125,115,5,471.0,229.59,403.83,1.8
69,43,21,365.6,172.82,331.93,1.54
67,63,21,167.81,113.74,136.87,1.94
66,73,21,550.66,194.83,522.93,1.36
30,136,13,713.36,240.51,680.6,1.34
75,132,22,471.63,129.28,456.28,1.28
28,84,18,1070.92,215.67,1050.38,1.22
61,164,7,92.15,63.44,75.63,1.82
29,74,18,765.28,276.36,720.24,1.41
69,74,7,320.12,202.06,267.99,1.81
58,130,9,1073.89,367.71,1019.06,1.38
130,43,0,600.36,574.16,498.94,1.68
132,23,0,1049.87,334.93,1002.97,1.34
50,132,0,603.84,306.86,551.47,1.48
63,136,8,496.25,181.26,463.82,1.45
63,24,15,746.78,343.74,689.89,1.46
62,34,15,272.61,162.95,229.28,1.85
36,44,0,458.07,185.62,425.53,1.48
31,94,0,476.43,242.97,441.18,1.42
38,24,0,474.49,193.76,432.71,1.56
34,64,0,580.09,190.36,552.0,1.36
79,49,23,170.98,153.2,127.97,2.09
78,59,23,407.31,241.11,363.19,1.54
130,9,5,441.56,128.25,425.66,1.3
110,112,23,410.92,227.23,362.14,1.62
81,136,0,481.27,181.19,453.87,1.39
44,136,9,681.44,199.97,652.79,1.34
145,78,0,668.36,262.94,620.3,1.47
128,119,6,453.89,160.22,423.71,1.46
138,78,3,147.58,125.89,108.14,2.24
66,8,0,988.0,145.2,977.98,1.15
86,94,15,346.04,159.27,317.94,1.48
81,29,15,612.0,230.26,575.5,1.41
132,11,17,130.89,62.32,122.55,1.38
82,84,8,237.93,187.79,189.24,1.9
92,105,17,554.33,213.75,499.7,1.66
81,57,1,332.65,147.53,300.07,1.59
80,67,1,642.71,357.61,566.63,1.62
82,47,1,436.68,277.95,382.15,1.62
22,132,2,965.69,232.55,939.91,1.26
24,112,2,725.25,382.41,665.08,1.47
112,40,19,583.0,110.06,572.36,1.21
59,80,12,299.57,60.03,294.31,1.2
78,141,8,292.67,36.55,290.28,1.14
78,112,1,759.0,361.83,676.44,1.62
58,79,19,779.0,147.03,762.91,1.24
52,105,20,849.67,261.62,817.22,1.3
43,125,2,351.45,72.3,343.76,1.24
55,136,8,890.0,224.27,864.21,1.27
107,92,5,218.23,103.59,190.51,1.79
108,82,5,139.5,14.24,138.75,1.11
73,26,14,851.57,373.65,768.63,1.63
74,16,14,709.63,205.2,685.61,1.29
71,46,14,485.03,183.56,451.51,1.47
79,29,23,437.17,218.44,386.88,1.65
75,69,23,569.87,147.21,552.17,1.28
74,79,23,455.22,135.72,435.57,1.35
66,27,16,593.31,152.98,573.63,1.3
64,47,16,543.86,264.34,496.58,1.49
73,153,1,1021.64,279.16,987.32,1.29
49,82,19,687.25,197.94,656.59,1.36
108,127,7,64.33,52.8,51.18,1.84
132,9,8,296.75,16.96,296.28,1.06
113,41,0,742.13,163.19,722.99,1.26
130,42,9,491.25,163.76,465.33,1.39
132,22,9,1076.0,187.55,1062.14,1.17
110,71,0,449.75,142.72,423.13,1.45
28,128,10,669.46,238.22,635.74,1.36
70,73,16,613.0,189.78,582.5,1.39
75,23,16,1121.67,398.48,1061.46,1.39
73,43,16,386.69,218.97,337.91,1.69
71,63,16,710.25,410.0,625.12,1.61
74,33,16,655.44,256.69,604.76,1.51
34,132,0,541.29,59.22,538.1,1.11
36,112,0,390.84,140.31,372.23,1.34
105,96,2,217.4,176.05,147.16,2.55
109,87,18,324.54,296.08,230.33,2.32
36,172,2,857.13,149.63,846.4,1.16
30,25,4,241.94,216.29,179.76,2.36
38,111,0,215.81,66.8,206.56,1.34
125,45,6,236.57,104.99,218.05,1.47
