sourceid,dstid,hod,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
67,69,12,332.7,164.24,298.61,1.58
23,72,11,1157.48,374.41,1101.59,1.37
128,44,14,644.04,280.8,583.43,1.58
24,105,18,1157.89,160.5,1146.16,1.16
69,49,12,1141.33,271.04,1105.13,1.3
99,78,11,491.5,97.78,482.31,1.21
38,125,23,514.1,208.77,478.72,1.44
38,52,19,978.33,209.05,957.8,1.22
36,72,19,703.56,87.34,698.35,1.13
35,82,19,900.75,170.5,886.19,1.19
27,32,11,420.29,162.88,334.76,3.03
11,32,9,711.79,226.55,681.02,1.33
64,128,10,190.6,162.57,160.97,1.65
63,138,10,703.07,234.64,667.13,1.38
70,78,22,627.0,189.5,597.06,1.38
75,28,22,674.8,176.41,653.93,1.28
81,54,16,120.29,107.13,94.86,1.91
73,48,22,179.42,144.36,135.48,2.22
71,68,22,360.56,196.83,310.89,1.73
58,40,22,735.83,200.38,709.55,1.31
54,80,22,431.61,207.42,380.49,1.68
72,58,22,1198.0,279.0,1168.78,1.24
43,111,13,712.06,149.89,696.42,1.24
40,110,2,351.36,161.78,311.61,1.66
114,7,19,196.71,66.73,188.0,1.33
74,38,22,747.7,210.14,715.41,1.36
145,47,22,690.71,219.46,653.3,1.41
84,24,16,1141.58,318.79,1106.8,1.27
55,70,22,1195.44,194.35,1180.91,1.17
29,12,11,1293.5,161.69,1283.51,1.13
92,99,22,306.25,141.74,278.8,1.52
37,96,8,319.75,349.6,188.45,3.09
49,132,10,646.08,231.84,614.96,1.35
51,132,5,670.4,244.32,635.55,1.37
84,66,0,604.5,152.36,588.73,1.25
128,10,23,485.5,112.46,474.31,1.23
49,51,15,322.83,196.36,260.92,2.1
47,71,15,531.13,226.9,478.63,1.63
62,29,9,1315.14,286.25,1284.52,1.24
48,61,15,726.23,223.38,695.64,1.34
46,81,15,974.25,283.9,933.24,1.34
92,23,12,617.78,221.65,579.53,1.43
87,36,0,708.83,321.11,648.18,1.51
16,84,1,916.43,811.84,766.57,1.64
58,108,21,389.29,185.09,335.93,1.83
30,132,13,894.64,364.45,841.69,1.39
110,41,3,163.94,107.96,133.43,1.89
110,71,8,801.4,300.19,742.08,1.5
113,41,8,1145.42,360.76,1087.53,1.39
54,79,18,613.04,427.45,516.79,1.78
57,49,18,866.5,209.01,846.78,1.22
110,125,20,352.17,110.32,336.04,1.36
8,78,20,1012.6,241.24,985.05,1.26
24,68,4,439.18,184.14,405.75,1.48
26,48,4,435.09,324.65,368.97,1.72
153,48,17,1309.91,379.63,1255.75,1.34
23,78,4,777.49,304.4,723.45,1.46
24,42,21,346.47,194.33,313.59,1.51
26,22,21,186.9,160.76,138.57,2.3
23,52,21,649.1,285.4,603.94,1.43
141,52,11,840.07,218.47,817.42,1.25
108,103,18,138.87,153.56,104.75,1.86
111,63,18,341.13,241.66,266.85,2.12
110,73,18,717.49,330.7,660.85,1.47
21,72,21,682.89,107.67,674.82,1.16
110,65,16,485.68,203.1,452.26,1.44
27,38,4,209.88,141.93,178.6,1.71
112,45,16,1130.71,336.1,1072.92,1.41
96,64,2,439.0,93.9,429.79,1.22
71,47,7,359.81,264.59,296.06,1.82
73,27,7,876.22,293.58,836.72,1.34
25,58,4,571.52,331.69,496.56,1.67
43,29,3,255.71,181.96,206.41,1.97
41,49,3,488.43,197.4,454.09,1.46
47,127,12,505.92,217.32,463.2,1.51
22,62,21,726.17,262.89,690.21,1.35
114,33,18,114.33,26.85,111.53,1.24
31,161,23,466.24,192.7,436.16,1.41
36,111,23,318.93,126.61,301.64,1.36
69,62,10,449.12,284.62,393.44,1.6
68,72,10,576.12,380.58,499.05,1.64
128,125,7,103.9,68.09,82.86,2.1
83,82,15,128.4,111.15,93.66,2.2
47,132,21,251.37,167.87,215.7,1.73
38,141,18,1673.5,1014.66,1472.05,1.58
84,72,15,632.35,221.99,598.05,1.39
69,29,23,625.01,206.73,593.76,1.38
65,69,23,362.94,206.33,316.96,1.65
58,107,15,558.23,483.93,403.04,2.2
101,96,4,408.23,315.32,330.88,1.8
67,49,23,884.62,131.34,873.8,1.18
45,117,0,308.6,62.82,303.64,1.19
41,48,11,645.69,318.59,589.96,1.5
43,28,11,268.16,178.96,220.7,1.96
42,38,11,564.23,288.87,503.19,1.6
132,15,4,372.25,50.33,368.95,1.14
40,167,0,1188.25,132.55,1180.51,1.12
83,141,8,496.71,182.47,471.54,1.35
87,101,8,356.75,294.16,250.83,2.39
130,117,6,581.5,684.84,371.95,2.28
40,58,11,756.5,155.09,740.56,1.23
59,165,11,264.85,83.48,255.08,1.29
65,8,1,732.2,133.53,720.85,1.19
72,73,9,267.18,246.1,189.22,2.44
75,43,9,671.72,367.24,626.99,1.39
55,80,13,922.5,204.58,902.01,1.23
73,63,9,803.42,215.87,776.53,1.3
71,83,9,951.7,351.18,891.5,1.43
85,141,19,725.83,289.56,681.32,1.4
101,96,21,322.23,96.99,310.42,1.3
105,56,21,139.5,34.59,135.87,1.25
108,26,21,920.0,347.61,848.83,1.51
30,24,15,750.49,249.82,715.2,1.35
75,78,3,183.96,160.31,133.2,2.2
78,48,3,398.77,224.23,348.77,1.66
24,36,10,612.93,290.16,563.01,1.5
23,46,10,777.07,332.31,725.45,1.43
26,16,10,1477.57,332.48,1443.76,1.24
72,70,13,259.25,134.31,227.99,1.74
25,26,10,312.38,301.1,209.25,2.71
61,164,20,133.07,209.38,77.8,2.47
125,132,16,572.94,265.81,521.84,1.53
75,40,13,927.8,252.31,891.13,1.34
110,27,9,731.26,213.2,703.53,1.31
33,80,9,690.54,258.88,645.99,1.44
71,80,13,824.07,292.17,773.06,1.43
36,41,2,270.96,260.95,211.85,2.01
38,21,2,831.67,231.84,804.71,1.28
33,128,17,286.23,274.53,222.27,1.9
132,47,15,189.4,158.23,155.77,1.75
130,67,15,319.99,193.07,288.0,1.5
134,27,15,943.25,127.3,934.47,1.15
48,44,4,308.87,212.52,255.02,1.87
45,74,4,262.04,192.54,220.47,1.7
46,64,4,521.96,221.21,485.65,1.44
11,67,5,556.86,224.26,519.08,1.43
125,132,22,366.5,208.18,327.58,1.56
51,16,14,1064.54,370.14,1019.44,1.31
50,26,14,712.38,382.46,641.84,1.53
78,10,13,531.57,105.96,521.19,1.22
43,132,18,963.37,337.32,909.37,1.4
47,54,4,548.56,189.72,521.29,1.36
38,30,9,1048.2,287.16,1006.54,1.34
73,47,7,455.89,215.74,414.36,1.55
44,84,4,659.33,116.63,649.32,1.19
75,27,7,1183.65,340.09,1145.93,1.27
65,124,20,498.33,133.92,483.22,1.27
35,8,8,1419.89,337.15,1382.36,1.26
59,166,20,196.0,99.77,178.77,1.48
8,20,16,540.17,115.46,527.52,1.25
51,132,6,655.22,189.45,632.14,1.3
33,132,5,364.85,156.58,345.94,1.33
71,132,19,463.07,242.33,419.46,1.52
65,136,0,351.66,139.12,329.23,1.42
73,112,19,904.75,385.82,707.87,2.55
115,132,12,1111.7,857.23,918.38,1.75
50,27,23,976.64,140.49,965.83,1.16
74,72,9,166.53,121.39,132.58,2.02
75,62,9,974.0,207.11,953.8,1.22
78,32,9,845.64,153.26,832.23,1.19
117,112,12,268.83,143.07,235.39,1.66
79,22,9,825.37,262.29,788.84,1.34
73,82,9,1203.68,1064.83,1030.14,1.57
84,165,17,341.5,285.87,264.54,1.95
70,47,1,411.73,196.6,311.32,2.79
54,52,15,158.19,137.49,131.24,1.73
51,82,15,474.53,124.35,457.34,1.32
30,83,21,337.72,153.21,314.74,1.41
31,30,15,532.59,362.49,433.16,1.95
32,63,21,573.0,391.88,453.83,2.03
83,84,17,241.12,197.94,174.14,2.4
84,74,17,591.64,360.99,515.69,1.64
56,32,15,716.64,569.72,543.28,2.09
31,73,21,821.94,259.91,783.57,1.36
30,40,15,1042.13,413.74,970.44,1.45
34,43,21,565.11,142.84,548.24,1.28
40,27,16,386.81,280.22,332.53,1.68
57,22,15,1068.0,368.95,982.54,1.57
8,12,23,255.43,226.22,191.74,2.14
35,33,21,306.29,115.43,282.06,1.61
30,147,1,607.67,178.19,588.96,1.26
54,143,22,428.0,159.65,402.56,1.4
58,103,22,494.5,357.06,407.21,1.79
36,23,21,414.41,236.13,368.47,1.6
141,138,20,653.0,227.8,603.9,1.53
114,7,5,163.33,84.93,131.2,2.27
45,117,3,282.0,75.3,275.26,1.22
48,8,15,1222.25,167.19,1211.53,1.14
134,117,15,373.83,180.48,318.33,1.85
28,31,17,808.6,266.43,762.97,1.42
52,54,4,116.4,133.04,81.31,2.17
53,44,4,574.77,156.59,553.24,1.32
26,51,17,376.85,240.25,324.18,1.72
12,45,21,1022.05,299.7,983.04,1.31
24,71,17,971.65,290.08,932.32,1.33
112,62,18,570.93,262.0,529.05,1.44
141,49,19,757.73,206.65,714.11,1.52
44,46,5,79.18,102.15,49.15,2.54
49,78,11,269.64,184.78,227.72,1.78
143,29,19,1103.47,284.25,1065.21,1.31
47,16,5,490.12,148.89,474.71,1.27
110,41,7,187.62,117.72,153.03,2.02
27,41,17,685.73,237.17,648.22,1.4
42,66,5,77.59,92.48,54.02,2.1
62,8,11,852.17,96.56,846.82,1.12
33,9,14,397.17,148.56,368.05,1.49
143,30,11,779.58,180.24,760.9,1.24
46,26,5,571.29,183.75,540.86,1.4
23,81,17,868.11,319.24,824.55,1.36
32,35,5,251.44,276.06,167.24,2.39
25,61,17,970.38,396.26,894.12,1.53
30,55,5,355.47,283.21,301.61,1.65
141,50,11,737.56,294.0,696.57,1.37
25,44,15,698.78,366.64,621.54,1.64
23,64,15,1127.39,233.01,1104.36,1.22
27,24,15,353.71,295.59,260.18,2.39
23,30,18,560.94,220.24,514.7,1.62
22,40,18,826.78,297.79,781.81,1.39
21,50,18,1288.94,390.02,1232.14,1.36
16,134,18,867.02,319.7,813.63,1.42
25,10,18,1300.5,62.37,1298.94,1.05
25,11,2,1007.91,262.14,981.2,1.25
23,31,2,321.07,192.85,259.47,2.05
26,34,15,534.44,256.01,478.63,1.61
22,41,2,395.96,204.72,355.52,1.57
35,29,8,883.35,368.48,822.22,1.44
30,79,8,530.54,238.76,483.76,1.53
36,132,16,777.62,291.99,741.4,1.33
29,21,17,1376.85,269.94,1350.75,1.22
22,74,15,1363.4,441.92,1294.35,1.38
24,21,2,1187.82,312.11,1155.75,1.25
24,54,15,981.0,271.85,949.32,1.28
38,112,16,479.24,134.31,461.76,1.31
21,84,15,872.44,302.9,834.4,1.32
123,117,0,370.89,174.44,339.99,1.49
44,132,11,647.79,234.67,616.92,1.34
112,71,19,939.29,369.28,856.0,1.57
12,65,18,1035.26,367.41,975.61,1.41
16,25,18,1786.7,486.16,1733.46,1.27
11,75,18,878.09,575.56,787.5,1.5
143,78,23,755.98,253.13,713.52,1.41
85,136,15,427.66,318.96,347.95,1.89
82,166,15,90.19,46.49,79.86,1.62
46,112,11,942.75,314.81,894.49,1.38
36,67,16,1104.85,633.25,927.35,1.86
38,47,16,984.78,413.09,917.4,1.43
132,175,1,516.17,107.24,507.73,1.19
22,110,22,654.62,258.26,613.73,1.41
31,132,5,1017.34,233.68,994.52,1.23
38,80,1,891.93,448.37,815.16,1.49
40,24,7,390.29,199.41,347.44,1.63
65,134,15,442.25,274.89,380.15,1.68
109,30,12,833.17,415.13,734.78,1.66
49,27,12,1006.44,183.95,989.63,1.2
45,67,12,511.87,226.87,462.93,1.57
132,70,5,280.93,249.51,198.29,2.34
167,168,19,182.45,165.32,99.34,3.63
78,49,23,237.07,181.77,188.57,2.07
75,79,23,435.37,396.49,328.79,2.15
78,134,18,794.38,415.88,691.24,1.69
77,59,23,475.91,124.78,458.62,1.32
25,68,4,724.89,163.18,707.03,1.25
29,28,4,345.91,294.59,193.16,3.65
24,78,4,867.14,343.83,806.98,1.46
28,38,4,375.99,235.38,306.89,1.99
90,87,20,265.67,156.36,218.24,1.95
26,58,4,186.16,141.44,149.83,1.94
47,138,16,174.43,169.83,130.03,2.12
48,128,16,1096.35,436.58,1021.28,1.45
22,98,4,647.57,58.89,644.87,1.1
84,8,0,744.33,201.75,722.42,1.26
27,48,4,781.91,241.97,744.17,1.37
29,74,17,781.16,245.25,746.71,1.35
28,84,17,1406.67,333.04,1368.72,1.26
143,78,17,999.28,417.98,925.45,1.47
58,55,7,219.59,168.53,148.52,2.77
109,103,5,131.83,100.98,93.36,2.38
85,47,0,79.84,82.68,56.2,2.43
82,77,0,386.3,79.63,378.34,1.23
78,82,17,532.43,343.13,450.33,1.76
75,16,20,862.75,338.12,824.66,1.31
70,66,20,543.67,191.22,514.73,1.38
130,41,20,614.66,205.49,588.87,1.32
72,46,20,416.1,184.26,383.15,1.49
113,112,20,148.0,132.58,103.38,2.35
132,21,20,625.48,408.26,540.63,1.66
73,36,20,602.32,176.83,579.52,1.31
87,27,0,522.45,268.96,464.05,1.62
79,72,17,747.73,352.67,685.1,1.48
74,26,20,1084.83,282.22,1047.91,1.3
62,22,13,1487.05,2088.85,1076.23,1.85
111,132,20,662.7,356.62,586.15,1.62
84,57,0,489.56,90.68,482.13,1.19
50,48,17,216.32,159.28,179.83,1.86
52,28,17,1007.23,327.8,957.47,1.37
164,80,0,550.69,261.5,485.2,1.72
83,67,0,517.88,39.04,516.39,1.08
92,99,11,465.33,340.33,374.71,1.87
55,73,22,703.68,234.94,669.39,1.36
57,53,22,260.39,138.19,216.57,2.03
62,40,14,928.71,475.13,832.12,1.57
103,92,13,860.93,2283.23,255.17,3.11
110,24,11,469.39,177.5,443.11,1.39
54,83,22,264.41,174.92,210.51,2.09
61,50,14,527.88,288.85,471.25,1.57
58,43,22,910.95,159.64,896.29,1.2
87,92,21,117.88,205.73,48.03,3.15
165,78,7,648.89,311.38,578.66,1.61
105,26,14,666.62,238.62,603.79,1.68
42,63,5,274.77,156.41,227.35,1.95
41,73,5,273.27,160.18,238.86,1.66
46,23,5,528.16,207.54,492.36,1.45
110,136,20,882.78,345.45,803.88,1.58
41,29,18,503.56,291.69,409.03,2.11
41,42,17,111.34,104.54,85.99,2.04
43,22,17,893.28,336.78,839.28,1.41
44,43,5,69.91,76.45,47.09,2.3
40,52,17,1061.6,180.08,1047.19,1.18
43,53,5,687.92,237.69,648.02,1.41
36,48,9,881.22,201.62,856.16,1.28
38,28,9,423.88,387.68,342.84,1.93
49,50,14,88.81,119.39,59.84,2.15
47,70,14,377.88,345.44,286.37,2.09
29,101,3,641.36,129.12,627.72,1.24
46,80,14,986.54,496.93,922.19,1.39
33,78,9,865.06,441.06,773.76,1.58
25,141,3,754.29,93.52,748.78,1.13
130,16,10,392.49,93.4,385.31,1.19
35,58,9,572.75,278.36,524.4,1.49
165,84,22,439.5,236.58,374.41,1.83
48,60,14,920.67,123.31,913.29,1.13
28,111,3,531.94,135.36,515.6,1.28
31,98,9,631.33,160.47,611.76,1.28
36,42,20,538.08,295.23,480.16,1.57
34,62,20,191.64,95.68,172.52,1.57
8,69,16,1066.17,375.16,1011.67,1.37
69,134,11,356.55,226.05,313.6,1.57
38,22,20,625.92,246.08,581.7,1.47
31,92,20,401.11,362.33,274.65,2.39
40,64,5,237.61,147.07,206.29,1.66
130,11,22,218.47,166.43,202.18,1.37
44,24,5,303.67,199.51,266.18,1.6
33,72,20,537.4,219.88,506.14,1.38
136,43,11,1016.45,316.95,953.28,1.49
132,83,11,415.4,583.51,365.57,1.39
138,23,11,1010.16,307.02,969.31,1.32
41,54,5,1072.29,379.6,996.78,1.49
134,63,11,462.16,127.18,442.43,1.36
108,78,8,702.43,400.12,613.86,1.65
22,110,6,620.5,210.97,588.59,1.38
37,32,20,336.83,143.08,310.54,1.48
42,44,5,287.17,266.95,205.35,2.32
111,62,16,480.13,167.59,447.12,1.49
109,87,7,220.09,166.94,161.51,2.25
125,117,16,204.73,145.38,181.3,1.54
110,72,16,634.83,98.42,627.73,1.16
11,83,9,519.72,106.55,510.56,1.2
12,73,9,1341.0,273.78,1311.97,1.24
16,33,9,906.71,286.6,876.93,1.27
132,65,0,386.22,299.98,324.88,1.67
134,45,0,313.86,139.84,287.72,1.5
136,25,0,880.58,322.88,833.16,1.38
130,85,0,661.82,474.6,568.67,1.63
110,42,19,95.34,103.4,66.69,2.25
26,143,13,870.0,242.18,841.04,1.29
38,75,12,1291.0,879.57,1087.56,1.72
49,67,23,810.0,153.23,796.13,1.2
72,74,12,251.32,201.83,185.31,2.6
41,25,0,481.77,234.71,440.49,1.5
40,35,0,232.7,150.62,205.28,1.57
109,108,9,214.47,159.15,165.82,2.05
75,44,12,631.48,379.74,578.05,1.46
44,111,14,856.23,279.4,818.51,1.33
87,96,22,649.2,348.76,571.7,1.64
112,22,19,1475.5,553.19,1379.17,1.44
54,136,13,634.35,311.0,577.56,1.51
61,166,4,204.71,67.88,193.15,1.42
64,136,4,720.88,312.47,649.57,1.6
71,84,12,779.78,616.45,654.49,1.67
46,111,14,1038.73,294.81,998.8,1.32
58,51,15,631.72,228.56,593.99,1.42
57,61,15,916.5,231.86,888.76,1.28
55,81,15,562.62,175.76,534.85,1.38
42,111,3,378.85,147.14,356.42,1.39
73,45,9,511.24,221.65,465.77,1.58
70,75,9,779.26,350.41,717.05,1.48
85,136,9,382.47,307.47,305.14,1.92
75,25,9,649.37,218.46,620.92,1.33
82,166,9,89.82,69.67,74.92,1.71
123,117,18,350.64,190.63,308.71,1.65
71,65,9,487.02,238.21,441.46,1.53
130,21,18,835.0,479.97,734.38,1.62
52,48,12,321.41,180.62,272.35,2.0
30,8,8,1657.31,558.23,1569.77,1.39
74,35,9,1050.0,314.35,1005.39,1.34
130,72,17,531.2,312.53,458.93,1.75
132,52,17,969.15,321.03,925.06,1.34
51,58,12,525.03,193.51,495.27,1.39
143,51,14,588.77,171.37,567.75,1.3
40,110,8,526.36,292.81,453.63,1.73
11,136,16,248.09,174.19,219.54,1.52
79,83,1,411.21,231.57,355.56,1.71
54,84,10,375.1,201.18,330.46,1.64
54,28,12,1067.0,598.94,960.32,1.52
58,44,10,1304.07,365.34,1258.09,1.3
81,141,16,596.71,161.84,578.6,1.27
38,111,11,257.71,69.84,248.63,1.31
141,80,7,648.08,548.62,521.11,1.86
70,136,14,470.56,281.68,386.29,1.99
110,111,1,434.55,121.5,418.7,1.31
98,105,23,253.13,134.53,227.17,1.55
127,11,12,630.74,97.17,623.73,1.16
110,24,22,366.68,161.94,341.95,1.42
130,62,22,300.47,127.25,284.01,1.35
134,22,22,1218.0,246.37,1194.8,1.21
41,24,14,311.41,219.01,277.16,1.54
40,34,14,479.95,661.27,386.31,1.6
132,42,22,550.15,160.08,534.28,1.25
130,134,23,167.07,373.64,102.14,2.14
110,130,0,435.29,160.21,413.09,1.36
23,46,0,560.07,269.33,510.79,1.52
26,16,0,1205.37,350.68,1162.41,1.3
112,110,0,486.82,102.36,476.8,1.22
25,26,0,232.59,192.12,172.83,2.22
87,128,7,1302.64,415.15,1231.18,1.42
24,36,0,527.75,284.75,463.71,1.65
110,128,14,459.25,274.75,395.93,1.75
41,69,6,423.06,180.97,390.59,1.48
43,49,6,400.9,106.59,386.65,1.31
45,29,6,438.15,161.39,406.35,1.5
22,56,0,1076.73,487.64,1003.4,1.41
78,79,0,157.15,119.4,116.07,2.5
81,46,20,732.21,168.62,714.0,1.25
84,16,20,627.44,226.55,592.45,1.42
83,26,20,420.61,171.77,396.99,1.37
25,119,21,1188.91,151.44,1179.36,1.14
26,109,21,508.78,398.86,403.0,1.94
84,136,8,329.45,277.73,269.62,1.75
51,23,8,748.18,305.72,691.9,1.49
81,166,8,449.67,200.04,407.58,1.56
166,164,8,304.2,174.98,253.3,1.85
49,11,23,714.2,311.56,671.11,1.38
46,41,23,230.91,162.52,199.5,1.67
45,51,23,727.0,288.23,684.61,1.39
43,71,23,410.79,176.31,389.97,1.34
44,61,23,961.0,315.0,920.38,1.32
48,21,23,889.28,248.35,860.76,1.28
66,33,15,693.93,294.61,641.84,1.47
61,83,15,150.94,233.34,94.35,2.26
130,38,12,480.67,178.35,454.5,1.46
62,73,15,1003.63,213.97,983.73,1.21
42,81,23,1048.06,458.35,971.6,1.44
67,23,15,958.76,375.45,901.62,1.4
111,65,19,185.88,162.45,124.19,2.59
47,31,23,925.0,307.64,884.37,1.33
110,75,19,876.71,317.63,827.55,1.39
132,175,0,473.82,35.32,472.51,1.08
65,43,15,815.13,187.86,794.19,1.26
54,80,13,470.96,274.42,413.44,1.63
54,130,1,672.13,252.45,633.33,1.4
8,10,10,235.86,157.04,205.15,1.59
58,40,13,745.0,156.96,726.54,1.26
61,145,7,261.0,163.77,212.76,1.92
63,125,7,661.13,325.06,599.93,1.53
65,105,7,467.89,158.42,435.43,1.5
80,82,20,260.48,128.61,240.81,1.44
83,52,20,285.13,157.85,259.49,1.47
84,42,20,1349.13,835.58,1184.69,1.59
86,22,20,624.22,366.18,478.69,2.34
108,78,11,381.0,37.03,379.14,1.11
46,119,3,554.93,98.89,547.26,1.18
44,11,11,752.87,232.55,726.2,1.29
40,51,11,1015.38,191.77,1000.37,1.18
43,21,11,1166.83,111.04,1161.81,1.1
81,72,20,785.64,153.22,771.98,1.2
42,31,11,1010.57,196.3,990.65,1.22
85,21,16,612.54,267.9,573.41,1.4
81,61,16,272.67,190.63,225.46,1.83
84,31,16,889.13,290.44,850.94,1.33
81,141,13,606.28,218.63,578.99,1.32
82,51,16,628.55,297.32,561.56,1.63
59,61,10,293.7,207.31,253.1,1.71
57,81,10,430.91,158.52,402.74,1.45
68,125,10,605.0,855.41,352.94,2.34
80,71,16,786.57,372.92,715.89,1.52
25,132,13,1152.27,321.37,1116.06,1.28
27,112,13,900.22,421.47,834.23,1.43
143,51,23,704.7,303.73,648.41,1.5
134,73,20,762.91,271.25,722.96,1.38
136,53,20,730.76,190.58,710.44,1.26
38,41,14,327.24,208.5,266.36,1.99
105,128,18,625.71,345.12,523.31,1.86
48,8,9,1287.04,375.02,1244.76,1.28
29,87,2,750.53,245.53,721.35,1.3
29,117,2,668.85,209.5,643.03,1.31
24,167,2,1525.0,435.81,1472.15,1.29
107,108,18,712.5,438.16,571.43,2.09
26,147,2,714.33,233.36,684.16,1.32
138,33,20,542.71,37.94,541.38,1.07
58,36,22,663.84,312.1,613.35,1.45
57,46,22,866.3,261.78,832.56,1.31
128,31,23,1114.83,387.53,1051.99,1.41
59,26,22,805.91,1143.98,560.67,2.0
109,99,23,109.79,54.85,99.27,1.53
61,147,10,287.5,51.87,283.07,1.19
16,80,4,710.4,239.05,673.46,1.38
96,124,20,291.29,228.36,212.89,2.26
130,80,10,279.54,159.25,249.56,1.58
78,84,5,236.65,292.03,142.5,2.54
87,98,1,376.81,212.6,332.86,1.6
22,31,17,405.13,249.32,349.16,1.7
24,11,17,1380.32,358.13,1341.48,1.26
63,33,14,193.97,296.22,97.14,3.27
21,41,17,1853.19,417.65,1808.64,1.25
61,53,14,735.29,252.05,698.68,1.36
23,21,17,1746.0,215.3,1732.7,1.13
59,136,7,457.22,131.48,445.73,1.23
136,20,10,882.44,444.65,814.83,1.43
64,23,14,988.52,710.05,879.67,1.51
79,74,5,395.14,129.64,374.57,1.39
78,66,22,731.05,310.94,676.56,1.46
134,62,8,675.13,205.86,643.01,1.37
132,82,8,542.27,328.57,481.91,1.55
138,22,8,1118.24,213.86,1098.97,1.2
43,113,0,704.9,163.72,686.94,1.25
10,15,10,239.13,82.22,226.32,1.39
16,80,6,675.24,144.97,661.68,1.22
128,46,19,736.89,334.49,665.17,1.58
85,25,9,754.45,230.07,728.07,1.29
49,84,11,403.24,213.92,361.59,1.56
79,30,11,514.8,249.84,464.73,1.56
75,70,11,617.03,251.81,573.49,1.46
47,74,21,192.65,137.62,158.2,1.89
48,64,21,859.0,216.63,833.86,1.27
80,75,9,463.1,201.27,426.49,1.49
49,54,21,564.11,332.15,499.19,1.61
74,80,11,624.91,474.65,514.58,1.8
82,55,9,298.58,158.42,245.93,2.06
78,40,11,1054.0,306.85,1011.97,1.33
46,84,21,747.03,228.61,717.34,1.32
81,65,9,797.83,53.34,796.01,1.07
68,11,5,602.05,250.18,559.7,1.44
61,81,5,224.55,102.32,201.81,1.61
75,73,5,155.96,110.14,119.08,2.17
68,125,14,294.82,170.99,248.45,1.83
78,43,5,576.0,149.77,557.31,1.29
69,125,5,205.47,92.3,189.88,1.46
63,61,5,955.14,227.9,921.0,1.33
43,40,12,230.2,96.93,212.7,1.49
44,30,12,828.0,298.82,777.05,1.43
65,41,5,546.0,217.5,514.4,1.38
40,70,12,902.67,251.35,867.77,1.33
22,44,0,621.01,204.01,589.11,1.38
23,34,0,397.44,346.79,315.68,1.93
29,41,4,399.92,254.77,326.17,1.98
41,50,4,555.56,125.38,539.91,1.28
42,40,4,388.27,268.82,302.47,2.06
25,81,4,585.96,376.22,516.66,1.58
81,141,21,518.34,159.08,500.5,1.28
66,111,1,371.12,123.27,354.58,1.34
51,27,9,777.03,239.2,740.17,1.37
28,51,4,633.58,289.83,589.18,1.43
112,136,13,636.0,131.93,622.55,1.23
75,49,12,351.6,237.65,292.12,1.9
73,69,12,633.46,231.14,601.03,1.37
53,57,20,190.8,148.97,155.16,1.86
54,47,20,595.5,261.26,544.06,1.53
20,11,8,519.0,340.25,413.22,2.0
43,30,4,650.29,254.59,602.22,1.49
86,101,0,464.0,156.77,433.53,1.47
71,136,19,410.44,204.7,372.25,1.52
82,141,0,653.5,257.14,607.28,1.46
27,61,4,1000.14,391.08,942.07,1.39
23,79,2,572.15,238.8,534.09,1.43
26,49,2,491.51,269.36,428.56,1.68
96,133,1,230.5,62.76,224.06,1.25
28,29,2,170.15,143.25,123.46,2.4
96,86,5,672.67,80.54,668.08,1.12
25,59,2,991.68,446.71,908.29,1.5
136,84,11,262.31,233.8,219.64,1.67
130,128,20,121.55,95.14,102.64,1.8
80,51,15,429.01,220.07,396.41,1.44
84,11,15,460.9,239.8,421.23,1.55
46,52,8,617.01,191.84,588.36,1.36
43,82,8,1434.6,280.76,1404.38,1.24
82,31,15,503.52,138.29,485.35,1.31
44,72,8,535.73,215.41,498.91,1.45
43,136,16,1025.46,283.5,983.54,1.35
30,31,8,321.55,259.3,246.47,2.12
32,11,8,1059.56,508.25,947.75,1.6
78,49,11,293.13,173.94,253.35,1.76
31,21,8,1645.0,547.15,1572.66,1.33
49,22,8,727.58,301.62,685.93,1.38
141,145,19,476.96,162.84,450.98,1.4
78,70,1,325.14,224.27,265.0,1.86
128,71,5,280.75,149.95,250.47,1.58
75,79,11,492.06,235.45,441.28,1.59
47,80,22,160.4,178.01,100.9,2.51
48,70,22,645.11,164.89,624.92,1.29
81,41,15,1202.29,237.17,1179.54,1.21
35,33,5,312.2,209.14,273.93,1.6
30,83,5,429.63,239.68,377.18,1.64
48,32,8,1437.5,251.39,1415.81,1.19
31,73,5,633.67,175.5,611.14,1.31
24,69,2,511.43,176.79,483.94,1.39
36,23,5,324.88,187.82,286.95,1.6
45,62,8,609.04,325.86,546.81,1.55
32,63,5,381.33,222.62,302.04,2.1
134,67,9,470.0,119.08,456.86,1.26
136,47,9,146.3,159.11,99.12,2.45
138,27,9,1546.67,664.11,1421.82,1.49
33,26,14,782.15,236.42,749.8,1.33
32,36,14,437.4,234.61,319.73,2.86
34,16,14,1067.98,241.31,1045.11,1.22
34,43,5,912.33,571.53,737.2,1.96
31,46,14,995.7,199.2,974.62,1.24
73,136,5,512.88,231.5,474.02,1.48
71,22,18,1425.76,473.21,1357.41,1.36
87,128,1,1099.86,187.1,1082.74,1.2
11,175,4,358.13,50.2,354.76,1.15
10,15,19,198.33,38.66,194.84,1.21
48,105,20,811.83,133.52,800.73,1.18
83,21,15,786.63,453.21,708.78,1.5
46,125,20,564.83,147.67,547.27,1.28
83,84,9,134.87,140.61,96.85,2.5
84,74,9,586.6,495.44,469.56,1.84
