sourceid,dstid,hod,mean_travel_time,standard_deviation_travel_time,geometric_mean_travel_time,geometric_standard_deviation_travel_time
110,25,17,857.48,362.03,796.96,1.45
132,58,16,1019.83,184.05,1002.65,1.21
87,81,8,1051.3,333.74,1002.41,1.36
57,84,16,878.18,207.7,848.35,1.32
82,52,1,415.12,278.77,329.78,2.36
78,48,6,325.37,168.45,260.3,2.39
75,78,6,223.91,204.28,154.35,2.36
80,72,1,533.08,321.11,450.23,1.77
62,128,7,310.71,257.26,269.91,1.61
58,47,3,689.85,220.53,660.31,1.33
9,7,1,107.83,35.77,99.29,1.58
85,22,1,664.83,248.07,623.81,1.42
22,23,6,125.05,130.86,82.97,2.53
50,28,16,745.3,171.71,725.5,1.26
57,84,6,733.3,247.0,695.83,1.38
49,128,2,700.43,209.6,664.7,1.4
48,138,2,521.77,326.47,468.74,1.51
58,128,7,1423.63,551.88,1325.76,1.46
175,172,2,109.14,30.74,105.57,1.28
72,28,20,714.12,228.07,682.7,1.34
70,48,20,736.32,222.46,705.93,1.33
71,38,20,769.08,186.81,748.0,1.26
87,92,13,113.11,139.56,50.17,3.74
101,92,17,279.17,270.37,189.11,2.39
105,32,9,505.05,394.66,343.28,2.58
73,136,17,895.67,455.19,825.27,1.47
11,45,14,515.2,138.13,499.58,1.29
51,165,10,546.57,137.22,532.31,1.25
66,42,11,159.64,162.85,112.66,2.29
64,62,11,378.53,285.72,318.13,1.7
75,82,9,1248.63,1223.26,1018.21,1.68
63,44,15,787.32,265.97,747.76,1.37
16,64,8,1042.34,330.59,1005.49,1.28
84,46,21,703.65,151.06,687.94,1.24
78,52,9,586.6,223.13,556.69,1.36
86,26,21,410.11,275.19,295.19,2.8
15,173,11,290.67,37.15,288.3,1.14
64,34,15,819.0,289.79,779.06,1.35
85,36,21,911.57,244.77,883.18,1.28
136,28,15,1353.98,355.11,1310.27,1.29
132,68,15,555.17,232.5,520.5,1.4
65,24,15,1043.63,501.9,966.98,1.43
132,73,8,950.99,364.25,892.28,1.42
136,33,8,571.82,316.68,498.31,1.67
79,42,9,961.33,156.87,949.1,1.17
134,48,15,1166.77,263.12,1134.73,1.27
132,65,1,369.0,170.26,335.2,1.53
49,136,3,405.24,129.68,386.9,1.35
136,25,1,964.46,617.94,858.15,1.54
134,45,1,307.71,114.4,286.43,1.47
36,62,14,400.5,177.11,364.27,1.55
33,92,14,612.3,135.1,596.65,1.26
68,125,15,272.5,150.83,238.98,1.65
38,42,14,476.83,291.84,386.96,1.96
127,132,10,533.18,294.03,493.6,1.39
54,26,17,467.09,338.12,403.25,1.64
11,41,7,845.6,155.31,832.72,1.19
52,46,17,674.02,282.2,615.41,1.62
35,72,14,1133.67,328.46,1087.57,1.33
130,85,1,774.0,243.09,733.0,1.4
68,22,11,979.36,267.7,943.4,1.32
55,16,17,1873.55,470.16,1817.18,1.28
125,69,12,404.22,173.29,365.04,1.59
10,115,7,144.67,110.68,108.92,2.16
63,72,11,912.0,331.1,844.32,1.51
42,67,19,241.63,152.27,208.82,1.71
46,27,19,692.85,285.29,645.34,1.48
108,47,11,430.88,59.65,426.92,1.14
44,47,19,724.34,253.92,685.08,1.39
25,29,15,221.43,180.33,174.95,2.04
23,49,15,827.13,285.94,781.03,1.4
108,61,9,470.43,363.42,391.45,1.71
141,46,17,1521.73,373.14,1479.31,1.26
143,26,17,1359.4,532.52,1268.27,1.44
85,130,4,493.83,204.35,433.74,1.8
22,59,15,872.2,242.56,841.82,1.3
43,57,19,1165.88,484.69,1066.48,1.53
45,78,15,899.07,235.03,864.91,1.34
47,58,15,962.75,288.62,920.01,1.35
49,38,15,1429.57,711.27,1297.15,1.52
46,68,15,723.3,349.97,631.82,1.75
84,47,13,203.0,177.02,160.71,1.9
83,57,13,364.25,132.05,312.45,2.01
105,51,2,718.71,225.0,687.26,1.34
138,82,8,314.32,148.98,282.94,1.57
40,87,19,1072.0,220.7,1048.17,1.24
69,12,11,893.14,254.24,862.31,1.29
61,31,8,749.5,265.93,631.18,2.25
63,11,8,833.01,349.76,774.33,1.45
61,25,14,833.94,332.67,779.47,1.43
110,69,16,265.85,202.83,215.42,1.86
11,8,7,304.55,111.1,290.47,1.33
50,79,2,52.59,54.59,41.52,1.86
51,69,2,685.88,266.45,637.11,1.47
52,59,2,461.57,212.61,425.05,1.47
55,29,2,683.89,239.98,642.81,1.42
136,74,12,322.03,192.78,269.22,1.98
138,54,12,435.22,224.13,400.98,1.44
53,49,2,409.67,196.98,372.92,1.52
136,74,17,431.02,283.97,363.44,1.83
138,54,17,571.25,221.78,536.74,1.41
72,27,13,1117.5,185.09,1100.34,1.2
11,67,10,475.98,144.08,458.4,1.31
70,47,13,540.6,252.04,475.58,1.74
141,30,1,943.25,276.99,907.03,1.32
78,47,18,210.85,194.07,148.82,2.4
62,32,2,91.98,98.28,72.99,1.78
63,22,2,854.0,503.55,704.64,1.88
23,132,20,1084.41,232.45,1061.08,1.23
31,94,3,495.36,180.17,464.4,1.43
36,44,3,429.58,197.37,392.42,1.51
109,99,21,281.67,222.25,220.78,1.96
59,132,18,695.47,208.4,667.2,1.33
38,24,3,402.86,141.88,375.37,1.48
164,49,17,1194.08,396.17,1114.18,1.49
25,112,20,1118.33,126.6,1110.91,1.12
8,44,17,1563.55,356.83,1521.66,1.27
132,23,10,1085.12,225.34,1064.3,1.21
130,43,10,579.41,204.16,549.17,1.38
164,46,15,1248.71,319.42,1204.4,1.32
130,8,3,460.48,65.26,456.14,1.15
84,79,21,312.84,209.62,253.5,2.11
85,69,21,594.15,269.22,540.07,1.54
24,22,11,587.76,508.08,490.54,1.81
108,82,13,251.4,225.15,196.44,1.85
128,125,2,99.1,71.08,83.23,1.73
107,92,13,246.11,146.74,185.15,2.51
90,109,18,352.83,168.65,313.24,1.64
111,112,1,94.75,79.59,77.37,1.77
85,136,19,352.46,227.8,294.12,1.82
82,166,19,160.04,435.52,76.47,2.17
22,42,11,744.04,196.39,720.38,1.29
99,101,20,269.67,164.31,200.07,2.42
72,49,17,709.39,263.43,668.56,1.4
70,69,17,213.74,277.8,99.69,4.15
74,29,17,938.52,327.18,890.89,1.37
130,168,16,1223.33,389.58,1167.23,1.35
130,75,19,765.45,263.78,718.35,1.45
132,55,19,1071.18,517.24,989.0,1.44
134,128,16,387.29,210.01,339.96,1.68
136,15,19,574.33,154.1,558.35,1.25
134,35,19,796.29,210.12,764.21,1.35
23,32,11,743.05,474.68,650.95,1.6
147,61,8,439.46,227.73,353.51,2.15
148,51,8,845.0,192.23,824.44,1.25
138,127,10,332.5,73.97,325.06,1.23
145,81,8,554.09,274.41,498.8,1.56
29,78,3,405.5,194.59,369.76,1.51
40,26,18,778.35,232.42,747.59,1.32
41,16,18,1239.67,298.86,1207.88,1.25
79,29,5,429.94,346.13,320.27,2.34
75,69,5,581.63,228.06,533.71,1.54
73,130,23,637.67,266.69,592.56,1.47
8,132,10,745.25,253.5,713.81,1.32
16,134,20,808.55,331.02,752.66,1.44
16,52,10,1147.47,241.88,1125.84,1.21
75,110,23,723.93,290.58,678.39,1.41
84,153,17,625.47,273.34,575.4,1.49
128,10,2,395.75,36.89,393.96,1.1
128,78,6,457.68,189.27,421.98,1.49
86,87,21,230.8,245.24,139.74,2.82
67,132,11,448.1,150.78,429.45,1.32
69,112,11,468.17,195.65,428.36,1.53
22,49,17,874.45,353.57,822.18,1.4
24,29,17,448.34,277.03,380.7,1.8
130,138,6,344.06,254.62,302.76,1.55
136,82,20,390.79,162.24,366.76,1.39
138,62,20,617.11,104.9,609.33,1.17
16,74,9,914.1,224.14,891.81,1.24
128,45,19,408.74,255.9,340.36,1.84
84,130,4,243.04,151.11,218.99,1.48
127,55,19,467.0,307.16,384.21,1.84
16,59,21,882.65,135.5,873.09,1.16
69,111,9,554.87,305.88,486.6,1.64
31,22,12,542.0,268.65,485.55,1.59
50,130,11,593.7,240.06,556.36,1.41
80,74,18,645.19,467.91,531.23,1.84
46,49,12,515.79,169.33,491.62,1.35
44,69,12,318.2,125.12,298.85,1.41
85,24,18,1109.61,325.14,1070.01,1.3
48,29,12,161.38,118.14,131.12,1.92
82,54,18,253.42,243.48,138.31,3.48
43,79,12,884.83,305.19,836.53,1.39
67,41,8,485.14,200.94,438.4,1.65
63,81,8,1420.25,230.35,1400.65,1.19
138,74,5,418.0,119.2,403.76,1.29
66,51,8,1227.68,398.07,1168.09,1.37
69,21,8,1286.68,390.88,1229.86,1.35
52,101,16,492.5,78.13,486.15,1.18
83,44,18,1314.67,280.37,1287.01,1.23
64,71,8,899.0,306.82,844.1,1.44
41,11,17,1098.09,353.99,1054.9,1.31
65,61,8,778.39,264.51,734.39,1.41
63,40,7,288.69,187.9,220.37,2.34
52,79,23,478.79,355.74,417.4,1.62
53,69,23,970.82,202.26,952.26,1.21
8,74,18,1424.36,445.18,1368.99,1.31
57,29,23,689.85,212.37,662.57,1.32
40,112,20,626.8,381.58,551.42,1.59
55,49,23,566.0,189.72,534.32,1.41
40,29,23,468.21,260.91,408.31,1.68
54,59,23,622.0,225.07,574.98,1.51
16,36,21,1045.43,240.8,1023.55,1.22
128,130,0,116.42,82.52,100.43,1.64
65,103,19,526.9,209.69,492.01,1.43
61,143,19,250.94,201.04,189.07,2.36
38,128,0,293.59,180.33,270.43,1.42
64,113,19,535.73,169.61,513.96,1.32
94,87,16,451.13,215.8,385.05,1.86
59,132,13,628.78,373.46,572.08,1.46
58,52,15,479.89,208.52,430.5,1.72
55,82,15,337.35,261.36,246.06,2.41
47,75,22,260.26,142.43,214.03,2.1
46,85,22,437.52,162.47,412.13,1.4
48,65,22,1048.39,605.53,961.28,1.44
49,55,22,595.38,282.12,546.27,1.48
40,16,1,803.22,164.7,787.95,1.21
82,11,3,647.58,186.24,622.08,1.33
81,21,3,669.0,122.61,657.65,1.2
80,31,3,640.5,181.98,614.56,1.34
81,136,11,449.2,203.57,418.32,1.42
44,143,1,931.29,161.79,919.11,1.17
112,111,5,146.39,120.11,107.95,2.22
138,29,9,739.56,224.36,700.11,1.48
134,69,9,432.22,266.16,364.93,1.78
136,49,9,633.09,170.37,613.76,1.28
81,27,13,1019.44,350.99,961.47,1.41
145,81,18,483.52,315.81,406.15,1.79
147,61,18,712.14,316.8,626.38,1.72
73,143,19,1005.07,247.13,975.89,1.27
11,43,21,789.72,285.2,753.31,1.33
86,107,17,315.0,116.88,290.87,1.52
84,127,17,382.76,95.26,371.43,1.28
111,130,23,505.88,283.22,442.47,1.68
113,110,23,589.43,161.19,568.59,1.3
125,132,12,592.96,371.95,475.99,2.02
38,111,10,317.12,140.35,291.98,1.48
40,67,5,238.41,139.9,210.08,1.62
44,27,5,474.15,172.85,446.54,1.41
11,29,6,852.94,107.62,847.34,1.12
175,174,0,63.8,13.05,62.57,1.22
58,99,1,501.83,429.81,393.19,1.87
73,9,1,955.0,281.95,918.89,1.31
96,34,20,428.29,118.06,412.53,1.31
43,44,4,113.26,165.32,61.88,2.78
41,64,4,376.88,248.34,311.29,1.96
11,69,0,425.82,204.23,392.93,1.44
47,84,19,209.82,187.61,165.71,1.85
30,145,10,536.14,120.71,522.68,1.25
48,74,19,601.73,210.98,569.15,1.39
78,72,1,390.96,143.68,366.8,1.43
45,24,4,596.56,398.3,515.0,1.64
50,80,15,229.16,126.03,198.77,1.72
53,50,15,543.3,171.26,518.34,1.36
41,24,6,203.42,113.77,179.86,1.65
40,34,6,392.0,132.95,367.24,1.45
51,70,15,946.43,265.14,901.82,1.39
72,132,18,688.11,320.56,635.57,1.46
11,78,23,398.36,194.08,369.48,1.43
16,28,23,1231.47,334.35,1195.02,1.26
51,27,2,764.29,292.25,710.01,1.48
55,30,15,555.0,336.41,456.66,1.92
136,84,6,206.05,123.51,187.38,1.45
23,130,6,902.95,212.67,879.63,1.25
25,110,6,574.6,173.03,543.94,1.42
128,30,21,1159.0,249.33,1137.18,1.2
78,78,23,282.0,376.97,153.71,3.26
53,132,12,997.06,251.2,903.68,1.92
145,26,0,743.1,266.04,696.59,1.44
65,7,13,550.33,93.49,543.07,1.17
54,52,9,172.25,108.77,145.28,1.88
57,22,9,956.43,235.4,929.97,1.26
80,47,20,165.56,180.81,104.7,2.8
82,27,20,752.67,148.15,738.66,1.21
51,82,9,425.88,153.88,403.62,1.37
138,165,1,409.88,195.86,379.22,1.43
48,9,3,935.33,184.98,917.9,1.21
52,72,9,1000.85,179.67,985.04,1.19
31,49,7,643.56,250.16,596.54,1.48
56,32,9,254.67,196.97,199.82,1.97
132,143,9,506.13,104.56,496.35,1.21
81,145,20,438.07,176.5,409.77,1.42
132,42,16,747.43,267.32,718.09,1.29
130,62,16,353.81,158.47,329.37,1.42
134,22,16,1534.36,616.32,1450.33,1.36
62,112,16,461.18,180.84,433.7,1.4
84,164,10,228.84,214.64,175.16,1.91
33,103,11,418.5,223.3,379.57,1.49
127,61,14,285.06,140.54,260.12,1.5
128,51,14,1413.71,724.3,1274.35,1.54
49,83,9,676.22,477.13,598.36,1.54
41,48,0,441.63,210.12,402.86,1.52
43,28,0,194.86,166.26,149.17,2.09
52,22,7,517.21,274.08,470.11,1.51
40,58,0,644.05,180.25,620.46,1.31
110,24,14,469.51,188.04,441.37,1.4
42,38,0,444.56,343.29,339.72,2.07
44,72,1,253.45,159.1,225.87,1.54
46,52,1,445.26,206.44,408.86,1.48
49,22,1,590.18,223.49,554.8,1.41
45,62,1,388.21,120.26,371.59,1.34
43,82,1,832.83,233.1,800.27,1.33
44,36,20,389.73,150.83,369.43,1.36
41,66,20,180.77,158.06,148.42,1.83
43,46,20,172.63,157.92,140.75,1.8
48,32,1,1274.43,321.8,1232.45,1.3
46,16,20,1024.46,238.2,998.61,1.25
45,26,20,883.92,163.51,869.32,1.2
16,84,16,751.87,219.0,724.25,1.31
41,67,3,188.94,125.55,166.2,1.58
43,47,3,544.86,190.7,514.77,1.4
45,27,3,774.43,217.89,739.58,1.37
110,80,10,737.8,192.5,714.09,1.29
47,42,1,652.33,58.97,649.51,1.1
41,25,23,576.46,276.92,514.2,1.65
40,35,23,270.28,140.44,239.9,1.72
101,108,3,121.8,121.24,94.87,1.86
29,128,17,836.29,327.15,786.06,1.4
25,141,23,1008.59,274.12,972.69,1.31
16,83,17,970.36,272.16,938.96,1.28
132,40,0,610.52,217.28,582.8,1.33
28,111,23,616.21,201.66,588.94,1.34
141,67,20,878.33,168.88,863.01,1.2
143,47,20,841.38,254.31,803.59,1.36
92,23,21,741.0,447.87,616.83,1.82
28,138,17,1257.67,193.29,1242.09,1.17
29,101,23,722.36,243.37,691.54,1.32
44,43,10,94.93,105.64,67.46,2.16
42,63,10,409.86,328.35,322.01,2.0
57,59,2,239.73,221.63,181.06,1.99
41,73,10,418.68,177.02,386.84,1.48
11,47,20,278.93,150.72,259.75,1.38
23,161,23,771.0,179.21,751.2,1.25
46,23,10,754.09,259.94,709.74,1.44
119,16,13,888.3,256.19,854.75,1.31
45,33,10,600.54,259.19,554.42,1.47
136,52,9,700.0,226.48,672.35,1.31
134,72,9,598.97,216.62,557.77,1.48
14,17,20,247.21,22.79,246.22,1.09
28,42,23,237.43,172.46,190.62,1.99
25,72,23,724.37,234.32,688.94,1.37
24,82,23,1022.31,232.98,997.58,1.25
26,62,23,622.21,236.73,589.37,1.37
65,67,1,189.98,126.25,155.7,1.88
109,23,23,719.38,428.75,608.33,1.76
108,33,23,443.63,94.07,435.3,1.21
69,27,1,921.0,408.6,839.2,1.54
27,52,23,767.41,330.26,714.87,1.43
21,29,16,1379.6,217.2,1364.9,1.15
67,47,1,552.82,260.33,509.72,1.45
110,136,16,968.77,410.89,904.1,1.42
29,32,23,837.43,114.17,829.17,1.15
59,84,17,473.74,314.58,397.4,1.77
141,47,8,750.22,320.82,689.65,1.5
68,128,5,240.71,200.31,175.7,2.37
61,166,8,201.44,119.41,179.16,1.55
64,136,8,987.85,572.74,816.54,1.9
78,81,6,298.19,108.87,273.43,1.62
23,92,23,538.9,200.48,506.99,1.41
31,29,21,812.89,274.63,769.04,1.4
38,48,0,680.18,293.3,638.27,1.39
33,98,0,320.6,105.87,308.13,1.3
36,68,0,520.42,154.02,498.15,1.34
42,138,8,1039.95,249.02,1011.33,1.27
43,128,8,702.62,309.35,639.92,1.55
72,11,10,673.18,294.6,636.78,1.35
71,21,10,709.47,181.94,689.52,1.26
80,52,1,424.27,181.56,387.04,1.54
83,22,1,610.17,196.66,578.84,1.38
47,82,9,522.07,607.09,395.81,1.89
48,72,9,641.48,253.72,600.46,1.43
80,25,9,756.82,173.77,738.97,1.24
78,48,12,502.27,259.91,449.29,1.6
75,78,12,258.35,248.63,186.38,2.19
130,22,7,1135.0,377.88,1084.74,1.33
47,27,11,1413.03,645.45,1317.12,1.41
45,47,11,701.79,469.48,619.93,1.57
43,67,11,519.52,286.87,469.65,1.51
128,28,13,682.77,236.98,651.48,1.34
28,134,13,954.8,151.92,942.26,1.18
25,164,13,982.45,345.75,925.91,1.41
58,84,9,722.31,263.33,683.56,1.38
99,59,5,218.67,108.64,197.08,1.55
128,136,7,372.97,300.55,304.28,1.79
38,40,4,160.23,169.1,97.77,2.74
153,61,16,294.52,190.97,246.51,1.82
90,96,16,488.83,163.18,464.67,1.36
132,128,7,278.72,200.93,239.56,1.64
47,84,15,284.2,262.41,211.31,2.06
48,74,15,784.75,336.62,730.81,1.43
79,73,2,420.18,193.19,376.33,1.62
78,83,2,287.78,181.89,244.49,1.72
28,61,6,943.0,122.68,935.45,1.13
26,81,6,458.89,157.61,432.52,1.42
48,82,2,487.0,196.53,448.03,1.53
49,72,2,507.2,255.59,457.65,1.54
29,51,6,359.58,219.93,308.67,1.73
87,108,10,321.94,231.92,266.86,1.77
84,138,10,505.15,366.68,401.98,1.94
75,36,22,886.97,195.87,868.31,1.22
72,66,22,753.36,240.61,712.65,1.41
8,138,14,1233.25,604.04,1116.87,1.53
74,46,22,528.28,176.65,501.65,1.38
16,58,14,1276.72,148.52,1268.36,1.12
11,63,14,523.26,143.81,506.86,1.28
48,112,1,857.0,161.78,841.09,1.22
46,132,1,597.33,209.08,566.52,1.37
73,46,18,211.87,153.42,168.99,2.01
75,26,18,1157.24,850.0,1049.28,1.44
78,138,19,100.81,147.2,45.18,3.27
80,22,18,1054.98,354.27,1003.71,1.36
111,114,21,188.53,43.23,179.56,1.45
79,128,19,882.1,360.79,823.83,1.43
74,36,18,1217.1,298.02,1180.1,1.29
71,66,18,861.14,287.37,817.84,1.37
82,132,4,602.27,336.51,539.9,1.55
10,15,13,234.78,68.48,226.5,1.29
143,79,22,914.21,211.43,887.3,1.29
36,138,12,998.25,462.23,924.2,1.44
78,43,19,959.85,322.75,912.34,1.37
75,73,19,262.75,164.07,221.81,1.85
74,83,19,844.95,353.98,780.89,1.47
55,26,5,470.06,256.78,366.04,2.42
53,46,5,634.8,240.07,586.21,1.51
58,55,4,141.28,224.53,80.79,2.63
36,43,9,499.04,187.96,468.87,1.41
38,23,9,623.17,226.22,587.64,1.4
138,143,15,479.52,237.97,430.76,1.57
34,63,9,626.96,189.54,598.57,1.36
33,73,9,1491.1,263.14,1467.57,1.2
54,24,13,928.24,259.61,896.05,1.3
51,54,13,191.83,228.48,123.72,2.56
52,44,13,775.08,222.47,744.47,1.33
92,87,12,115.56,100.2,87.43,2.02
119,132,5,248.0,182.15,173.74,2.96
11,132,17,157.64,103.3,140.3,1.53
23,128,16,1068.59,221.33,1046.91,1.22
22,138,16,1432.89,336.69,1393.37,1.27
61,16,20,629.05,152.4,614.42,1.23
60,26,20,1052.38,380.41,990.23,1.41
11,123,8,556.93,389.42,441.47,1.98
141,16,10,1087.12,314.71,1045.48,1.32
11,115,13,327.86,116.01,302.03,1.55
12,138,15,825.59,317.13,777.27,1.4
22,50,17,805.7,199.03,782.86,1.27
24,30,17,730.25,230.96,687.5,1.49
23,40,17,730.59,290.56,679.59,1.46
127,132,12,504.16,87.53,497.34,1.17
28,73,18,539.59,263.0,488.83,1.56
29,63,18,951.45,388.13,876.56,1.52
40,114,0,688.82,144.65,673.41,1.24
90,87,10,296.0,156.17,191.1,4.1
22,101,17,729.9,525.86,604.16,1.77
83,16,19,699.47,152.68,686.71,1.2
81,36,19,1234.3,226.44,1213.86,1.2
34,112,22,594.75,172.21,573.75,1.3
32,132,22,595.0,116.03,582.53,1.24
27,83,18,1101.07,217.64,1080.53,1.21
28,74,2,677.86,204.0,651.3,1.32
29,64,2,622.79,260.22,581.9,1.42
80,46,19,882.66,297.02,839.65,1.36
26,94,2,529.5,116.82,518.15,1.23
82,26,19,637.7,149.56,621.97,1.25
99,83,14,276.42,38.85,273.97,1.14
128,59,8,807.57,263.64,769.09,1.36
71,11,9,607.88,414.45,552.54,1.45
81,148,1,394.71,183.54,370.53,1.37
70,21,9,832.27,281.71,789.48,1.38
83,128,1,505.0,145.89,489.08,1.27
81,54,21,115.7,109.87,86.39,2.11
82,44,21,883.3,188.3,866.44,1.21
29,153,9,926.6,86.51,922.67,1.1
80,64,21,632.3,230.31,597.04,1.39
109,84,16,650.33,185.88,622.69,1.35
75,47,8,337.15,238.97,277.78,1.86
73,67,8,821.7,271.47,779.0,1.39
23,23,23,370.3,300.15,268.33,2.4
22,33,23,903.97,337.59,855.31,1.37
84,24,21,926.09,184.49,907.64,1.22
21,43,23,1046.24,266.03,1016.03,1.27
11,54,12,806.36,1020.45,690.76,1.45
12,44,12,1302.67,357.85,1254.7,1.32
82,138,1,464.89,165.16,437.33,1.42
128,81,8,1294.4,442.64,1207.14,1.48
44,43,19,84.07,98.02,61.14,2.04
42,63,19,317.86,223.82,262.45,1.82
30,55,1,328.24,203.38,289.25,1.59
41,73,19,405.02,194.49,365.91,1.6
31,45,1,1084.5,275.36,1049.62,1.29
46,23,19,635.68,240.8,598.94,1.4
32,35,1,196.5,179.61,122.36,3.01
43,53,19,842.66,314.38,794.15,1.39
32,124,10,388.29,147.13,369.06,1.34
45,33,19,575.88,298.23,513.02,1.6
38,68,7,461.06,122.34,445.9,1.29
69,125,11,256.25,231.85,202.05,1.82
134,16,17,889.36,284.56,848.47,1.35
132,36,17,758.32,222.33,734.8,1.26
105,65,3,494.0,196.62,440.03,1.7
138,75,9,430.36,202.0,392.75,1.52
148,61,14,629.07,328.32,561.76,1.6
31,24,13,738.76,284.67,686.81,1.47
30,34,13,853.85,139.76,842.91,1.17
96,124,0,209.78,74.24,200.09,1.34
136,20,16,959.6,579.95,857.52,1.53
130,80,16,429.48,371.86,337.24,1.89
138,136,18,288.85,286.21,174.46,3.07
43,45,2,228.66,136.94,190.93,1.97
16,48,21,1141.03,263.85,1116.93,1.22
41,65,2,372.41,224.01,334.54,1.52
40,43,9,325.07,215.74,280.32,1.67
41,33,9,774.98,236.71,746.82,1.29
32,87,19,678.47,260.71,631.7,1.45
42,23,9,680.78,283.5,629.25,1.49
38,27,19,328.17,162.29,300.13,1.49
143,25,9,1164.73,260.51,1131.35,1.29
45,25,2,517.29,166.01,489.32,1.4
36,47,19,779.57,220.91,755.15,1.27
138,153,17,540.57,192.36,511.77,1.38
34,67,19,941.38,521.48,817.95,1.68
128,68,17,280.26,207.34,220.25,2.21
127,78,17,706.56,434.1,585.13,1.87
44,35,2,490.18,257.29,440.61,1.55
49,78,9,267.87,200.54,222.36,1.88
130,80,15,304.52,205.15,267.2,1.58
136,20,15,686.0,215.45,657.36,1.33
9,16,8,791.29,117.46,782.87,1.16
58,99,0,481.57,159.86,456.31,1.39
165,48,15,868.75,200.83,847.35,1.25
73,9,0,964.67,168.86,951.16,1.18
96,25,21,835.67,305.69,782.02,1.44
29,26,22,423.66,214.74,378.04,1.6
28,36,22,376.06,299.46,300.63,2.07
42,28,18,344.74,257.87,286.79,1.85
41,38,18,321.56,202.06,266.32,1.93
79,50,14,71.31,63.93,54.52,1.97
27,46,22,779.64,271.39,738.17,1.39
40,48,18,724.72,232.28,693.68,1.33
50,128,13,903.53,386.75,838.66,1.45
25,66,22,771.78,326.37,728.96,1.36
165,59,21,521.91,222.1,475.69,1.55
143,141,22,213.94,128.4,178.72,1.9
23,86,22,579.24,188.34,549.72,1.39
130,46,13,511.88,164.6,487.8,1.36
132,26,13,978.68,248.53,951.76,1.26
132,119,16,294.65,226.77,239.29,1.83
29,92,23,685.75,280.46,642.08,1.41
24,143,7,1228.37,311.33,1196.53,1.24
23,153,7,1664.23,650.49,1567.79,1.39
109,87,23,231.21,189.3,173.62,2.09
38,84,15,1000.67,222.61,975.43,1.26
85,52,8,950.81,158.53,937.95,1.18
87,32,8,1174.8,359.09,1118.23,1.38
78,60,14,641.29,342.07,579.5,1.51
62,33,11,136.2,100.94,112.27,1.9
63,23,11,722.22,268.35,686.6,1.35
26,56,22,867.11,387.97,796.81,1.49
136,51,8,804.41,304.97,753.2,1.43
134,71,8,638.32,303.54,571.0,1.61
138,31,8,964.2,367.98,904.74,1.41
173,167,11,185.86,45.31,180.79,1.26
80,11,7,450.03,278.71,399.46,1.55
132,60,15,611.5,84.76,605.31,1.16
33,62,4,153.93,297.0,52.72,3.57
80,136,10,197.7,173.26,156.9,1.85
48,123,21,1238.5,452.52,1164.48,1.41
46,143,21,910.88,207.01,890.36,1.23
83,80,13,187.25,150.0,165.96,1.5
31,82,4,521.52,208.66,478.56,1.54
84,70,13,490.63,359.11,395.54,1.87
113,167,23,646.71,81.74,641.62,1.13
34,36,16,323.41,180.66,283.04,1.65
36,16,16,1128.23,333.25,1091.27,1.27
27,141,8,1636.38,358.16,1595.83,1.26
33,46,16,973.36,338.34,919.6,1.4
96,99,20,428.88,193.42,397.66,1.44
32,56,16,355.71,283.59,263.11,2.19
36,32,4,307.29,190.62,262.26,1.72
35,26,16,585.63,335.69,515.03,1.62
94,96,17,672.71,294.41,596.09,1.69
98,56,17,296.83,248.63,237.39,1.8
8,128,21,1154.9,387.6,1092.67,1.4
22,96,22,1134.17,142.66,1124.71,1.14
30,92,4,470.17,284.45,402.32,1.71
40,75,2,621.78,155.23,599.86,1.32
130,52,23,996.57,470.52,925.64,1.42
132,32,23,414.0,64.26,409.52,1.15
55,58,23,174.02,149.41,123.63,2.47
11,132,20,128.89,86.87,116.47,1.51
58,28,23,738.32,358.46,673.02,1.51
53,78,23,730.92,424.96,663.42,1.49
63,131,2,595.5,69.56,591.74,1.12
132,78,15,283.64,183.5,240.51,1.74
136,38,15,741.76,365.05,679.25,1.48
65,111,2,92.73,133.28,60.45,2.24
130,98,15,697.75,325.16,638.75,1.49
47,25,0,669.51,212.23,636.11,1.39
41,85,0,471.79,109.03,460.54,1.24
43,65,0,529.1,218.62,492.25,1.44
46,35,0,523.15,211.33,489.79,1.42
23,26,20,255.22,183.0,200.18,2.18
21,46,20,1009.09,194.8,991.51,1.2
65,16,22,604.14,384.76,564.97,1.33
63,36,22,255.32,143.21,220.48,1.85
57,38,23,971.92,213.07,947.25,1.26
38,136,22,656.43,212.61,626.68,1.35
44,55,0,676.26,255.31,630.18,1.47
44,53,23,676.51,210.5,643.6,1.39
42,73,23,436.65,159.76,410.75,1.42
45,43,23,241.27,157.81,183.35,2.37
42,75,0,486.33,113.41,474.66,1.24
12,47,10,816.2,334.21,759.49,1.45
22,36,20,561.69,195.2,528.54,1.42
53,82,7,362.49,256.34,284.77,2.19
48,15,0,1067.44,197.58,1050.18,1.2
43,132,1,732.17,531.55,641.47,1.56
43,63,23,400.88,223.38,358.53,1.56
78,164,23,407.86,257.05,345.37,1.75
45,112,1,464.5,237.85,414.03,1.6
136,61,2,294.83,214.89,255.06,1.59
75,80,1,336.81,166.08,305.95,1.52
79,40,1,833.3,233.66,808.11,1.26
62,46,22,781.25,154.37,766.11,1.22
78,50,1,226.81,153.31,177.35,2.25
47,23,23,1016.59,271.58,985.39,1.28
24,16,20,1303.4,312.26,1274.93,1.22
